"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aus Gov","Aust"
"3A.23","2020","Parent costs for ECEC services","All ages","All people","All areas","","Out-of-pocket costs of child care for families with one child in 30 hours child care; as a proportion of weekly disposable income","By service type","Family day care","After child subsidies","By gross annual family income","$155 000","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","%","6.1","6.0","5.9","5.8","5.6","6.0","6.4","5.8","","","6.0"
"3A.23","2020","Parent costs for ECEC services","All ages","All people","All areas","","Out-of-pocket costs of child care for families with one child in 30 hours child care; as a proportion of weekly disposable income","By service type","Family day care","After child subsidies","By gross annual family income","$175 000","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","%","6.3","6.2","6.1","6.1","5.8","6.3","6.7","6.0","","","6.2"
"3A.23","2020","Parent costs for ECEC services","All ages","All people","All areas","","Out-of-pocket costs of child care for families with one child in 30 hours child care; as a proportion of weekly disposable income","By service type","Family day care","After child subsidies","By gross annual family income","$195 000","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","%","5.8","5.7","5.6","5.6","5.3","5.8","6.1","5.5","","","5.7"
"3A.23","2020","Parent costs for ECEC services","All ages","All people","All areas","","Out-of-pocket costs of child care for families with one child in 30 hours child care; as a proportion of weekly disposable income","By service type","Family day care","After child subsidies","By gross annual family income","$215 000","","Derived from Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","%","5.3","5.3","5.2","5.1","4.9","5.3","5.6","5.1","","","5.2"
"3A.24","2019","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.73","2.47","0","0","0","0","0","0","","","0"
"3A.24","2019","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Non-Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.33","2.60","5.27","2.69","1.47","2.50","13.47","0","","","2.87"
"3A.24","2019","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Total within a preschool service","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.20","2.50","5.00","0","0","0","0","0","","","1.60"
"3A.24","2019","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within Centre Based Day Care","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.38","3.44","2.46","3.67","2.79","3.08","6.18","3.76","","","3.17"
"3A.24","2019","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","All with a preschool program","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.33","2.80","2.81","0","0","0","2.42","0","","","2.55"
"3A.24","2018","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.71","2.38","0","0","0","0","0","0","","","0"
"3A.24","2018","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Non-Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.20","2.53","5.12","2.77","1.46","2.49","13.22","0","","","2.77"
"3A.24","2018","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Total within a preschool service","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.00","2.45","4.96","0","0","0","0","0","","","1.49"
"3A.24","2018","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within Centre Based Day Care","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.37","3.44","2.39","4.34","2.88","2.98","6.09","3.73","","","3.15"
"3A.24","2018","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","All with a preschool program","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.30","2.73","2.78","0","0","0","2.11","0","","","2.53"
"3A.24","2017","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.73","1.66","0","0","0","0","0","0","","","0"
"3A.24","2017","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Non-Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.14","2.42","4.18","2.83","2.28","2.42","12.54","0","","","2.37"
"3A.24","2017","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Total within a preschool service","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","2.99","2.35","4.10","0","0","0","0","0","","","1.57"
"3A.24","2017","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within Centre Based Day Care","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","4.10","5.25","3.82","4.42","3.52","3.78","5.77","3.75","","","4.09"
"3A.24","2017","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","All with a preschool program","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.76","2.88","3.85","0","0","0","2.42","0","","","3.00"
"3A.24","2016","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","2.62","1.88","0","0","0","0","0","0","","","0"
"3A.24","2016","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Non-Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","5.53","2.30","4.04","2.64","2.30","2.50","10.52","0","","","3.00"
"3A.24","2016","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Total within a preschool service","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","5.08","2.23","3.96","0","0","0","0","0","","","1.87"
"3A.24","2016","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within Centre Based Day Care","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.89","5.07","2.40","4.27","3.25","3.46","5.62","3.71","","","3.44"
"3A.24","2016","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","All with a preschool program","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","4.13","2.79","2.53","0","0","0","2.24","0","","","2.73"
"3A.24","2015","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","2.65","1.70","0","0","0","0","0","0","","","0"
"3A.24","2015","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Non-Government","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","5.20","2.12","3.92","2.76","2.23","2.23","10.39","0","","","2.76"
"3A.24","2015","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within a preschool service","Total within a preschool service","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","4.77","2.01","3.82","0","0","0","0","0","","","1.80"
"3A.24","2015","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","Preschool program within Centre Based Day Care","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.61","4.67","2.12","3.82","2.65","3.18","5.41","3.50","","","3.08"
"3A.24","2015","Parent costs for ECEC services","All ages","All people","All areas","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by sector","All with a preschool program","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.92","2.44","2.33","0","0","0","0","0","","","2.44"
"3A.25","2019","Parent costs for ECEC services","All ages","All people","Major cities","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Major cities","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.82","2.93","3.04","0","0.70","..","2.34","..","","","2.88"
"3A.25","2019","Parent costs for ECEC services","All ages","All people","Inner and outer regional","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Inner and outer regional areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","2.38","2.33","2.33","0","0","0","5.30","0","","","1.96"
"3A.25","2019","Parent costs for ECEC services","All ages","All people","Remote","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Remote areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.14","0","0","0","0","0","..","0","","","0"
"3A.25","2018","Parent costs for ECEC services","All ages","All people","Major cities","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Major cities","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.76","2.93","3.06","0","0","0","2.01","4.18","","","2.80"
"3A.25","2018","Parent costs for ECEC services","All ages","All people","Inner and outer regional","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Inner and outer regional areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","2.24","2.25","2.26","0","0","0","5.44","0","","","1.87"
"3A.25","2018","Parent costs for ECEC services","All ages","All people","Remote","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Remote areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.17","2.06","0","0","0","0.52","0","0","","","0"
"3A.25","2017","Parent costs for ECEC services","All ages","All people","Major cities","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Major cities","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","4.32","3.13","4.00","0","0","..","2.39","..","","","3.45"
"3A.25","2017","Parent costs for ECEC services","All ages","All people","Inner and outer regional","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Inner and outer regional areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","2.51","2.28","3.33","0","0","0","3.48","0","","","2.02"
"3A.25","2017","Parent costs for ECEC services","All ages","All people","Remote","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Remote areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.18","1.38","0","0","0","0","..","0","","","0"
"3A.25","2016","Parent costs for ECEC services","All ages","All people","Major cities","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Major cities","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","4.41","3.00","2.64","0","0","..","2.25","..","","","3.00"
"3A.25","2016","Parent costs for ECEC services","All ages","All people","Inner and outer regional","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Inner and outer regional areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.38","2.09","2.15","0","0","0","0","0","","","2.19"
"3A.25","2016","Parent costs for ECEC services","All ages","All people","Remote","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Remote areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.52","0","0","0","0","0","..","0","","","0"
"3A.25","2015","Parent costs for ECEC services","All ages","All people","Major cities","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Major cities","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","4.24","2.65","2.44","0","0","..","0","..","","","2.65"
"3A.25","2015","Parent costs for ECEC services","All ages","All people","Inner and outer regional","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Inner and outer regional areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","3.08","2.01","2.01","0","0","0","3.61","0","","","2.01"
"3A.25","2015","Parent costs for ECEC services","All ages","All people","Remote","2018-19 dollars","Median hourly cost of a preschool program (after subsidies) per child enrolled aged 4 and 5 years; by remoteness area","Remote areas","","","","","","Derived from ABS (unpublished) Preschool Education; ABS Australian National Accounts: National Income Expenditure and Product","$/hr","1.38","np","0","0","0","0","..","0","","","0"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","Before 7am (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","20.0","38.3","73.9","48.1","51.1","19.7","4.6","18.7","","","39.0"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","After 6:30pm (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","1.7","2.3","1.7","0.7","0.6","1.5","1.1","0.7","","","1.6"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","Weekends (either day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","1.9","1.9","2.7","2.0","3.3","2.5","0.8","0","","","2.1"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","Overnight (any day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","22.1","40.5","74.9","49.5","51.8","21.7","4.9","18.7","","","40.7"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Centre based day care","Before 7am (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","15.5","48.7","74.9","49.9","55.9","25.4","4.7","17.0","","","39.6"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Centre based day care","After 6:30pm (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","1.3","1.9","0.7","0.3","0.5","0.8","0.6","0","","","1.1"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Centre based day care","Weekends (either day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","1.0","0.6","0.5","1.0","2.1","0","0","0","","","0.8"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Centre based day care","Overnight (any day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Centre based day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","17.4","50.4","75.3","50.7","57.1","25.4","5.2","17.0","","","40.9"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","Before 7am (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","28.5","19.7","44.6","15.2","100.0","55.6","16.7","0","","","30.8"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","After 6:30pm (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","12.5","15.7","24.8","12.1","0","22.2","16.7","0","","","16.1"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","Weekends (either day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","31.9","31.5","49.5","36.4","100.0","55.6","16.7","0","","","38.2"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","Overnight (any day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","44.4","37.8","59.4","42.4","100.0","100.0","16.7","0","","","47.8"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","Before 7am (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","32.3","21.1","76.8","47.8","40.6","6.7","2.4","23.4","","","38.8"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","After 6:30pm (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","0.8","0.7","0.5","0.3","0.4","0","0","2.1","","","0.6"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","Weekends (either day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","0.2","0","0.2","0.3","0.8","0","0","0","","","0.2"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","Overnight (any day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","32.7","21.5","77.0","48.1","40.6","6.7","2.4","23.4","","","39.1"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","Before 7am (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","41.7","16.7","30.8","40.0","33.3","0","100.0","..","","","34.1"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","After 6:30pm (weekdays)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","33.3","50.0","7.7","20.0","33.3","0","100.0","..","","","26.8"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","Weekends (either day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","33.3","16.7","38.5","40.0","0","0","100.0","..","","","31.7"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","Overnight (any day)","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2020","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","66.7","50.0","53.8","40.0","33.3","0","100.0","..","","","53.7"
"3A.26","2019","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2019","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Centre based day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2019","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2019","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2019","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","na","na","na","na","na","na","na","na","","","na"
"3A.26","2018","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","16.5","24.0","53.5","30.3","26.5","14.5","4.1","13.3","","","27.3"
"3A.26","2018","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Long day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","16.6","47.2","70.6","44.3","52.0","24.2","5.7","15.8","","","37.9"
"3A.26","2018","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","26.9","18.3","33.9","13.9","0","15.4","44.4","0","","","23.8"
"3A.26","2018","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Vacation care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","15.9","12.7","53.1","34.8","18.8","13.0","1.7","5.3","","","25.7"
"3A.26","2018","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","OSHC","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","15.7","11.2","36.7","19.9","15.6","8.6","1.2","15.8","","","18.3"
"3A.26","2018","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Occasional care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","0","0","0","0","0","0","0","0","","","0"
"3A.26","2018","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","In home care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","33.3","36.4","38.9","20.0","33.3","0","0","0","","","32.2"
"3A.26","2017","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Total services","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","16.0","22.7","53.0","27.9","24.0","14.0","5.0","10.9","","","26.5"
"3A.26","2017","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Long day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","15.8","45.4","70.6","41.3","50.0","23.1","5.3","15.3","","","36.9"
"3A.26","2017","Non-standard hours of care in child care services","All ages","All people","All areas","","Service availability","Proportion of Australian Government CCS approved child care services that are available during non-standard hours","by service type","Family day care","All services","","","Australian Government Department of Education Skills and Employment (unpublished)","%","27.0","16.9","39.4","15.9","5.3","15.4","46.2","20.0","","","24.2"
